genero,edad,region,nivel_educacion,sector_economico,situacion_laboral,ingreso_mensual,ocupado
Hombre,41,Ñuble,Media,Educación y salud,Ocupado,1003000.0,True
Hombre,37,Araucanía,Técnica,Comercio,Ocupado,399000.0,True
Mujer,48,Metropolitana,Media,Servicio doméstico,Ocupado,154000.0,True
Hombre,41,O'Higgins,Media,,Inactivo,,False
Mujer,24,Metropolitana,Media,Servicios financieros,Ocupado,694000.0,True
Mujer,31,Metropolitana,Básica,,Inactivo,,False
Mujer,37,Ñuble,Media,Educación y salud,Ocupado,342000.0,True
Hombre,45,Antofagasta,Técnica,,Desocupado,,False
Hombre,42,Antofagasta,Básica,,Inactivo,,False
Mujer,45,Araucanía,Universitaria,Servicios financieros,Ocupado,1430000.0,True
Hombre,17,Coquimbo,Básica,,Inactivo,,False
Hombre,52,Maule,Básica,Agricultura,Ocupado,369000.0,True
Mujer,42,Valparaíso,Media,,Inactivo,,False
Hombre,80,Metropolitana,Media,,Inactivo,,False
Hombre,35,Metropolitana,Básica,Industria,Ocupado,385000.0,True
Hombre,47,Metropolitana,Básica,Educación y salud,Ocupado,805000.0,True
Hombre,80,Biobío,Media,,Inactivo,,False
Mujer,45,Araucanía,Media,,Inactivo,,False
Mujer,40,Valparaíso,Media,,Inactivo,,False
Hombre,26,Metropolitana,Básica,Comercio,Ocupado,199000.0,True
Mujer,66,Biobío,Básica,Agricultura,Ocupado,70000.0,True
Mujer,23,Coquimbo,Básica,,Inactivo,,False
Hombre,48,Coquimbo,Básica,,Inactivo,,False
Mujer,34,Metropolitana,Universitaria,,Inactivo,,False
Mujer,38,Biobío,Media,Servicio doméstico,Ocupado,336000.0,True
Hombre,19,Metropolitana,Técnica,Educación y salud,Ocupado,602000.0,True
Mujer,63,Antofagasta,Universitaria,Educación y salud,Ocupado,414000.0,True
Mujer,37,Los Lagos,Media,,Inactivo,,False
Hombre,22,Los Lagos,Universitaria,Industria,Ocupado,1300000.0,True
Mujer,62,O'Higgins,Técnica,Comercio,Ocupado,225000.0,True
Mujer,33,O'Higgins,Técnica,Servicio doméstico,Ocupado,360000.0,True
Mujer,47,Los Ríos,Universitaria,Industria,Ocupado,1468000.0,True
Hombre,55,O'Higgins,Básica,Industria,Ocupado,478000.0,True
Mujer,49,Biobío,Media,,Inactivo,,False
Mujer,15,Metropolitana,Media,,Inactivo,,False
Mujer,53,Valparaíso,Técnica,Comercio,Ocupado,695000.0,True
Mujer,40,Biobío,Media,Educación y salud,Ocupado,389000.0,True
Hombre,36,O'Higgins,Básica,Construcción,Ocupado,422000.0,True
Mujer,40,Metropolitana,Postgrado,,Inactivo,,False
Hombre,16,Metropolitana,Media,,Inactivo,,False
Mujer,45,Biobío,Media,Servicio doméstico,Ocupado,419000.0,True
Mujer,20,Metropolitana,Básica,Servicio doméstico,Ocupado,158000.0,True
Hombre,37,Ñuble,Media,,Inactivo,,False
Mujer,44,Atacama,Básica,,Desocupado,,False
Mujer,59,Metropolitana,Media,Servicio doméstico,Ocupado,207000.0,True
Hombre,28,Magallanes,Universitaria,Industria,Ocupado,1785000.0,True
Mujer,65,Araucanía,Básica,Servicios financieros,Ocupado,1159000.0,True
Hombre,57,Araucanía,Media,Transporte,Ocupado,1065000.0,True
Hombre,35,O'Higgins,Técnica,Educación y salud,Ocupado,161000.0,True
Mujer,24,Metropolitana,Media,,Inactivo,,False
Mujer,18,O'Higgins,Media,Comercio,Ocupado,747000.0,True
Mujer,46,Metropolitana,Media,,Inactivo,,False
Mujer,30,Metropolitana,Técnica,Comercio,Ocupado,467000.0,True
Mujer,61,Metropolitana,Media,Educación y salud,Ocupado,1657000.0,True
Hombre,31,Metropolitana,Universitaria,Transporte,Ocupado,639000.0,True
Mujer,27,Metropolitana,Universitaria,Comercio,Ocupado,511000.0,True
Hombre,45,Metropolitana,Técnica,,Inactivo,,False
Mujer,31,Metropolitana,Media,Servicios financieros,Ocupado,793000.0,True
Mujer,42,Valparaíso,Universitaria,Transporte,Ocupado,772000.0,True
Mujer,57,Metropolitana,Básica,,Inactivo,,False
Hombre,43,Coquimbo,Media,Construcción,Ocupado,452000.0,True
Mujer,43,Araucanía,Básica,Comercio,Ocupado,484000.0,True
Mujer,45,Antofagasta,Media,Educación y salud,Ocupado,1304000.0,True
Hombre,15,Biobío,Universitaria,Industria,Ocupado,481000.0,True
Hombre,48,Metropolitana,Básica,Agricultura,Ocupado,908000.0,True
Mujer,44,Biobío,Media,,Inactivo,,False
Hombre,56,Maule,Básica,Comercio,Ocupado,168000.0,True
Mujer,51,Los Ríos,Media,Agricultura,Ocupado,271000.0,True
Mujer,38,Araucanía,Universitaria,,Inactivo,,False
Mujer,58,Maule,Media,Educación y salud,Ocupado,1924000.0,True
Mujer,37,Valparaíso,Universitaria,Educación y salud,Ocupado,1213000.0,True
Mujer,45,Metropolitana,Media,Educación y salud,Ocupado,441000.0,True
Hombre,37,Metropolitana,Universitaria,Agricultura,Ocupado,1090000.0,True
Mujer,49,Araucanía,Universitaria,,Desocupado,,False
Hombre,35,Araucanía,Básica,Minería,Ocupado,844000.0,True
Hombre,68,Metropolitana,Universitaria,Transporte,Ocupado,1349000.0,True
Hombre,74,O'Higgins,Media,,Inactivo,,False
Hombre,55,Metropolitana,Media,,Inactivo,,False
Hombre,66,O'Higgins,Media,Agricultura,Ocupado,824000.0,True
Hombre,17,Metropolitana,Media,Agricultura,Ocupado,254000.0,True
Mujer,19,Metropolitana,Postgrado,Servicio doméstico,Ocupado,573000.0,True
Mujer,36,Araucanía,Técnica,Comercio,Ocupado,306000.0,True
Hombre,42,Metropolitana,Media,Comercio,Ocupado,391000.0,True
Hombre,38,Biobío,Universitaria,Agricultura,Ocupado,785000.0,True
Mujer,15,Maule,Media,,Inactivo,,False
Hombre,60,Metropolitana,Básica,,Inactivo,,False
Mujer,76,Metropolitana,Universitaria,,Inactivo,,False
Hombre,62,Antofagasta,Básica,Industria,Ocupado,284000.0,True
Mujer,59,Metropolitana,Universitaria,,Inactivo,,False
Mujer,45,Araucanía,Básica,Servicio doméstico,Ocupado,232000.0,True
Mujer,28,Coquimbo,Media,,Inactivo,,False
Mujer,43,Valparaíso,Media,,Inactivo,,False
Mujer,75,Metropolitana,Media,,Inactivo,,False
Mujer,36,Metropolitana,Media,Educación y salud,Ocupado,867000.0,True
Mujer,34,Metropolitana,Básica,,Inactivo,,False
Mujer,59,O'Higgins,Básica,,Desocupado,,False
Mujer,60,Metropolitana,Técnica,,Inactivo,,False
Mujer,28,Biobío,Media,,Desocupado,,False
Mujer,37,Metropolitana,Básica,Comercio,Ocupado,199000.0,True
Mujer,33,Metropolitana,Básica,Comercio,Ocupado,269000.0,True
Mujer,43,Metropolitana,Media,Servicios financieros,Ocupado,657000.0,True
Mujer,59,Metropolitana,Media,Educación y salud,Ocupado,551000.0,True
Mujer,29,Metropolitana,Media,Educación y salud,Ocupado,530000.0,True
Hombre,59,Maule,Básica,Industria,Ocupado,624000.0,True
Hombre,43,Los Lagos,Postgrado,Educación y salud,Ocupado,2523000.0,True
Hombre,79,Antofagasta,Media,,Inactivo,,False
Mujer,47,Metropolitana,Media,Servicio doméstico,Ocupado,252000.0,True
Hombre,40,O'Higgins,Técnica,,Inactivo,,False
Mujer,51,Atacama,Media,Educación y salud,Ocupado,848000.0,True
Hombre,36,Biobío,Básica,Educación y salud,Ocupado,802000.0,True
Hombre,15,Metropolitana,Media,,Inactivo,,False
Hombre,38,Araucanía,Media,Industria,Ocupado,989000.0,True
Hombre,37,Metropolitana,Universitaria,Industria,Ocupado,1451000.0,True
Mujer,16,Valparaíso,Media,,Inactivo,,False
Hombre,40,Maule,Universitaria,,Inactivo,,False
Hombre,15,Valparaíso,Media,,Inactivo,,False
Mujer,36,Maule,Técnica,Comercio,Ocupado,514000.0,True
Hombre,45,Biobío,Básica,Minería,Ocupado,309000.0,True
Mujer,43,Metropolitana,Universitaria,,Inactivo,,False
Hombre,35,Metropolitana,Media,Minería,Ocupado,903000.0,True
Hombre,40,Metropolitana,Media,Educación y salud,Ocupado,298000.0,True
Mujer,29,Metropolitana,Media,,Inactivo,,False
Hombre,42,O'Higgins,Universitaria,Educación y salud,Ocupado,1955000.0,True
Mujer,42,O'Higgins,Media,Educación y salud,Ocupado,449000.0,True
Hombre,27,Metropolitana,Media,,Inactivo,,False
Hombre,46,Ñuble,Postgrado,,Inactivo,,False
Hombre,46,Ñuble,Universitaria,,Inactivo,,False
Hombre,39,Maule,Técnica,Transporte,Ocupado,587000.0,True
Mujer,80,Metropolitana,Media,,Inactivo,,False
Mujer,39,Metropolitana,Media,Comercio,Ocupado,400000.0,True
Mujer,37,Metropolitana,Universitaria,,Inactivo,,False
Mujer,35,Biobío,Básica,,Inactivo,,False
Mujer,26,Biobío,Técnica,Agricultura,Ocupado,199000.0,True
Mujer,52,Araucanía,Técnica,Servicios financieros,Ocupado,1169000.0,True
Mujer,31,Valparaíso,Postgrado,,Inactivo,,False
Mujer,32,Ñuble,Media,Educación y salud,Ocupado,580000.0,True
Hombre,33,Araucanía,Media,,Inactivo,,False
Mujer,26,Valparaíso,Técnica,,Inactivo,,False
Hombre,15,Antofagasta,Postgrado,,Inactivo,,False
Mujer,34,Coquimbo,Universitaria,Educación y salud,Ocupado,1494000.0,True
Mujer,55,Metropolitana,Media,,Inactivo,,False
Mujer,45,Metropolitana,Media,,Inactivo,,False
Mujer,66,Valparaíso,Técnica,Educación y salud,Ocupado,247000.0,True
Mujer,54,Metropolitana,Media,Servicio doméstico,Ocupado,808000.0,True
Mujer,50,Biobío,Básica,,Inactivo,,False
Mujer,72,Biobío,Básica,,Inactivo,,False
Mujer,40,Ñuble,Básica,Comercio,Ocupado,273000.0,True
Hombre,43,Araucanía,Básica,Industria,Ocupado,556000.0,True
Mujer,41,Metropolitana,Media,Industria,Ocupado,154000.0,True
Hombre,66,Biobío,Postgrado,Educación y salud,Ocupado,1705000.0,True
Mujer,42,Metropolitana,Técnica,Servicios financieros,Ocupado,1042000.0,True
Hombre,31,Biobío,Básica,Construcción,Ocupado,322000.0,True
Hombre,51,Araucanía,Técnica,,Inactivo,,False
Hombre,28,O'Higgins,Media,Educación y salud,Ocupado,488000.0,True
Hombre,50,Metropolitana,Técnica,Construcción,Ocupado,622000.0,True
Mujer,48,Metropolitana,Universitaria,Comercio,Ocupado,489000.0,True
Hombre,38,Metropolitana,Básica,Industria,Ocupado,246000.0,True
Mujer,51,Valparaíso,Postgrado,,Inactivo,,False
Hombre,18,Antofagasta,Básica,,Inactivo,,False
Hombre,44,Metropolitana,Técnica,,Inactivo,,False
Mujer,34,Antofagasta,Universitaria,Servicios financieros,Ocupado,1635000.0,True
Hombre,80,Araucanía,Técnica,,Inactivo,,False
Mujer,44,O'Higgins,Básica,,Inactivo,,False
Hombre,32,Biobío,Media,,Inactivo,,False
Hombre,19,Metropolitana,Básica,,Inactivo,,False
Mujer,62,Valparaíso,Básica,,Inactivo,,False
Hombre,36,Metropolitana,Básica,Transporte,Ocupado,912000.0,True
Hombre,29,Biobío,Básica,,Desocupado,,False
Mujer,47,Coquimbo,Media,Servicio doméstico,Ocupado,578000.0,True
Hombre,52,Maule,Básica,Industria,Ocupado,439000.0,True
Mujer,52,Valparaíso,Media,,Inactivo,,False
Hombre,42,Metropolitana,Técnica,Transporte,Ocupado,622000.0,True
Mujer,44,Arica y Parinacota,Básica,Agricultura,Ocupado,820000.0,True
Hombre,45,Metropolitana,Técnica,Servicios financieros,Ocupado,1728000.0,True
Hombre,47,Valparaíso,Técnica,Industria,Ocupado,1090000.0,True
Mujer,48,Araucanía,Media,Agricultura,Ocupado,168000.0,True
Mujer,59,Coquimbo,Media,,Desocupado,,False
Hombre,42,Metropolitana,Técnica,Construcción,Ocupado,983000.0,True
Hombre,28,Tarapacá,Media,Educación y salud,Ocupado,288000.0,True
Mujer,39,Magallanes,Media,,Inactivo,,False
Mujer,54,O'Higgins,Universitaria,Comercio,Ocupado,2746000.0,True
Mujer,15,O'Higgins,Universitaria,,Inactivo,,False
Hombre,15,Metropolitana,Media,Industria,Ocupado,341000.0,True
Mujer,56,Araucanía,Media,,Inactivo,,False
Hombre,66,Valparaíso,Universitaria,,Inactivo,,False
Mujer,21,Biobío,Media,,Inactivo,,False
Hombre,43,Biobío,Técnica,Minería,Ocupado,851000.0,True
Mujer,35,Antofagasta,Básica,,Inactivo,,False
Mujer,37,Valparaíso,Básica,Servicio doméstico,Ocupado,162000.0,True
Hombre,46,Metropolitana,Media,,Inactivo,,False
Hombre,21,Coquimbo,Universitaria,Construcción,Ocupado,691000.0,True
Mujer,24,Metropolitana,Media,,Desocupado,,False
Mujer,37,Metropolitana,Postgrado,Servicio doméstico,Ocupado,1432000.0,True
Mujer,39,Valparaíso,Técnica,,Inactivo,,False
Mujer,23,Maule,Universitaria,,Inactivo,,False
Mujer,54,Metropolitana,Universitaria,Industria,Ocupado,1227000.0,True
Hombre,35,O'Higgins,Media,Construcción,Ocupado,559000.0,True
Mujer,35,Metropolitana,Media,,Inactivo,,False
Hombre,46,Metropolitana,Básica,,Inactivo,,False
Mujer,39,Metropolitana,Media,Servicios financieros,Ocupado,1275000.0,True
Mujer,55,Araucanía,Básica,,Inactivo,,False
Hombre,27,Metropolitana,Técnica,Industria,Ocupado,351000.0,True
Mujer,19,O'Higgins,Universitaria,Educación y salud,Ocupado,1177000.0,True
Hombre,37,Biobío,Media,Construcción,Ocupado,583000.0,True
Mujer,42,Metropolitana,Media,,Inactivo,,False
Hombre,22,Valparaíso,Técnica,Industria,Ocupado,449000.0,True
Hombre,19,Coquimbo,Técnica,,Inactivo,,False
Hombre,44,Metropolitana,Postgrado,Construcción,Ocupado,1920000.0,True
Mujer,29,Maule,Media,,Desocupado,,False
Mujer,18,Ñuble,Media,Educación y salud,Ocupado,395000.0,True
Mujer,57,Maule,Universitaria,,Inactivo,,False
Hombre,31,Arica y Parinacota,Básica,Construcción,Ocupado,83000.0,True
Mujer,60,Biobío,Universitaria,Servicios financieros,Ocupado,2722000.0,True
Mujer,42,Metropolitana,Básica,Servicio doméstico,Ocupado,530000.0,True
Mujer,46,Aysén,Media,,Desocupado,,False
Mujer,38,Ñuble,Media,,Desocupado,,False
Mujer,15,Metropolitana,Técnica,Educación y salud,Ocupado,289000.0,True
Mujer,23,O'Higgins,Básica,Educación y salud,Ocupado,207000.0,True
Mujer,39,Metropolitana,Universitaria,Comercio,Ocupado,2190000.0,True
Hombre,47,Metropolitana,Universitaria,Servicios financieros,Ocupado,2541000.0,True
Mujer,15,Metropolitana,Universitaria,,Desocupado,,False
Mujer,41,Valparaíso,Universitaria,Agricultura,Ocupado,951000.0,True
Hombre,24,Coquimbo,Universitaria,Industria,Ocupado,1175000.0,True
Hombre,45,Maule,Técnica,Construcción,Ocupado,809000.0,True
Mujer,41,Metropolitana,Media,Servicio doméstico,Ocupado,216000.0,True
Hombre,53,Ñuble,Universitaria,Agricultura,Ocupado,526000.0,True
Hombre,59,Metropolitana,Postgrado,Construcción,Ocupado,3040000.0,True
Hombre,49,Biobío,Técnica,Agricultura,Ocupado,763000.0,True
Hombre,55,Maule,Media,Industria,Ocupado,642000.0,True
Hombre,36,Ñuble,Media,Construcción,Ocupado,344000.0,True
Mujer,80,Metropolitana,Universitaria,,Inactivo,,False
Mujer,22,Los Lagos,Postgrado,,Desocupado,,False
Hombre,33,Metropolitana,Media,,Inactivo,,False
Hombre,56,Biobío,Postgrado,Agricultura,Ocupado,1886000.0,True
Mujer,54,Metropolitana,Media,,Inactivo,,False
Mujer,49,Metropolitana,Media,Servicio doméstico,Ocupado,231000.0,True
Hombre,52,Metropolitana,Universitaria,Agricultura,Ocupado,2194000.0,True
Mujer,15,Metropolitana,Postgrado,Educación y salud,Ocupado,829000.0,True
Hombre,67,Metropolitana,Media,Minería,Ocupado,681000.0,True
Mujer,38,Metropolitana,Universitaria,Industria,Ocupado,1219000.0,True
Hombre,61,Valparaíso,Universitaria,,Inactivo,,False
Hombre,15,Aysén,Universitaria,,Inactivo,,False
Hombre,46,O'Higgins,Universitaria,,Inactivo,,False
Hombre,32,Valparaíso,Media,,Inactivo,,False
Hombre,51,Ñuble,Básica,Construcción,Ocupado,401000.0,True
Hombre,47,Metropolitana,Básica,,Inactivo,,False
Hombre,47,Maule,Básica,Construcción,Ocupado,390000.0,True
Mujer,25,Metropolitana,Media,,Inactivo,,False
Hombre,41,Antofagasta,Básica,Agricultura,Ocupado,183000.0,True
Mujer,39,Valparaíso,Media,,Desocupado,,False
Hombre,49,Ñuble,Media,Agricultura,Ocupado,490000.0,True
Hombre,57,Ñuble,Básica,,Inactivo,,False
Mujer,44,Ñuble,Media,,Inactivo,,False
Mujer,21,Tarapacá,Media,Comercio,Ocupado,745000.0,True
Mujer,43,Biobío,Básica,Servicio doméstico,Ocupado,211000.0,True
Hombre,80,Metropolitana,Técnica,,Inactivo,,False
Mujer,68,Maule,Universitaria,,Inactivo,,False
Mujer,15,Metropolitana,Técnica,Servicio doméstico,Ocupado,157000.0,True
Hombre,43,Ñuble,Técnica,Agricultura,Ocupado,429000.0,True
Hombre,56,Los Lagos,Postgrado,Minería,Ocupado,1349000.0,True
Mujer,39,Metropolitana,Técnica,,Inactivo,,False
Mujer,34,Biobío,Básica,,Inactivo,,False
Hombre,37,Metropolitana,Media,Construcción,Ocupado,231000.0,True
Hombre,50,Metropolitana,Técnica,Transporte,Ocupado,608000.0,True
Hombre,23,Metropolitana,Técnica,,Desocupado,,False
Mujer,61,Maule,Universitaria,Comercio,Ocupado,1926000.0,True
Mujer,41,Metropolitana,Básica,,Desocupado,,False
Mujer,27,Antofagasta,Postgrado,,Inactivo,,False
Hombre,59,Araucanía,Media,Industria,Ocupado,488000.0,True
Mujer,17,Metropolitana,Universitaria,,Inactivo,,False
Mujer,33,Ñuble,Media,Educación y salud,Ocupado,382000.0,True
Hombre,32,Metropolitana,Media,Transporte,Ocupado,911000.0,True
Hombre,76,Metropolitana,Media,,Inactivo,,False
Hombre,31,Ñuble,Media,Comercio,Ocupado,601000.0,True
Mujer,15,Tarapacá,Media,,Inactivo,,False
Mujer,32,Metropolitana,Universitaria,,Inactivo,,False
Mujer,49,Metropolitana,Media,Educación y salud,Ocupado,284000.0,True
Mujer,54,Los Lagos,Media,Agricultura,Ocupado,1112000.0,True
Hombre,78,Metropolitana,Media,,Inactivo,,False
Mujer,64,Los Lagos,Técnica,,Inactivo,,False
Hombre,45,Ñuble,Media,,Desocupado,,False
Hombre,27,Metropolitana,Básica,Construcción,Ocupado,482000.0,True
Hombre,67,Metropolitana,Universitaria,Comercio,Ocupado,1769000.0,True
Mujer,36,Valparaíso,Media,,Inactivo,,False
Mujer,31,Metropolitana,Universitaria,Educación y salud,Ocupado,787000.0,True
Mujer,35,Antofagasta,Básica,,Desocupado,,False
Mujer,21,Metropolitana,Técnica,,Inactivo,,False
Mujer,34,Metropolitana,Técnica,,Desocupado,,False
Mujer,38,Los Lagos,Básica,Comercio,Ocupado,110000.0,True
Hombre,53,Metropolitana,Técnica,Construcción,Ocupado,807000.0,True
Mujer,35,Metropolitana,Media,Comercio,Ocupado,300000.0,True
Hombre,21,Metropolitana,Media,Educación y salud,Ocupado,1090000.0,True
Mujer,16,Valparaíso,Universitaria,,Inactivo,,False
Mujer,45,Metropolitana,Universitaria,,Inactivo,,False
Mujer,43,Biobío,Básica,,Inactivo,,False
Mujer,33,Metropolitana,Técnica,,Inactivo,,False
Mujer,34,Metropolitana,Básica,Comercio,Ocupado,176000.0,True
Hombre,48,Biobío,Básica,Educación y salud,Ocupado,397000.0,True
Mujer,64,Arica y Parinacota,Básica,,Desocupado,,False
Mujer,29,Biobío,Técnica,Servicio doméstico,Ocupado,505000.0,True
Hombre,43,Antofagasta,Técnica,Comercio,Ocupado,1022000.0,True
Mujer,57,Araucanía,Media,,Inactivo,,False
Hombre,29,Los Lagos,Universitaria,Educación y salud,Ocupado,731000.0,True
Mujer,41,Biobío,Técnica,Industria,Ocupado,249000.0,True
Hombre,41,Tarapacá,Básica,Minería,Ocupado,326000.0,True
Mujer,21,Metropolitana,Media,,Inactivo,,False
Mujer,44,Biobío,Media,Servicios financieros,Ocupado,465000.0,True
Hombre,42,Metropolitana,Media,,Desocupado,,False
Hombre,50,Metropolitana,Básica,Transporte,Ocupado,212000.0,True
Mujer,23,Metropolitana,Básica,Servicio doméstico,Ocupado,225000.0,True
Hombre,42,Atacama,Media,Construcción,Ocupado,410000.0,True
Mujer,64,Metropolitana,Media,Agricultura,Ocupado,226000.0,True
Mujer,75,Tarapacá,Técnica,,Inactivo,,False
Mujer,62,O'Higgins,Técnica,Comercio,Ocupado,261000.0,True
Hombre,23,Metropolitana,Postgrado,Construcción,Ocupado,638000.0,True
Mujer,49,Valparaíso,Universitaria,Educación y salud,Ocupado,991000.0,True
Hombre,34,Tarapacá,Media,Comercio,Ocupado,362000.0,True
Mujer,46,Los Ríos,Media,Servicio doméstico,Ocupado,312000.0,True
Hombre,29,Metropolitana,Media,,Inactivo,,False
Hombre,15,O'Higgins,Postgrado,,Inactivo,,False
Mujer,36,Biobío,Media,,Desocupado,,False
Mujer,53,Metropolitana,Media,,Inactivo,,False
Mujer,46,Metropolitana,Técnica,Comercio,Ocupado,687000.0,True
Hombre,48,Metropolitana,Media,Comercio,Ocupado,559000.0,True
Mujer,45,Metropolitana,Postgrado,,Desocupado,,False
Hombre,48,Metropolitana,Básica,,Inactivo,,False
Mujer,50,Valparaíso,Media,,Inactivo,,False
Hombre,37,Los Ríos,Universitaria,Minería,Ocupado,2370000.0,True
Mujer,43,Metropolitana,Media,Educación y salud,Ocupado,280000.0,True
Mujer,69,Metropolitana,Media,Servicio doméstico,Ocupado,514000.0,True
Hombre,44,O'Higgins,Técnica,Comercio,Ocupado,796000.0,True
Mujer,42,Coquimbo,Técnica,,Inactivo,,False
Hombre,43,Metropolitana,Básica,Construcción,Ocupado,430000.0,True
Mujer,38,Araucanía,Media,Comercio,Ocupado,259000.0,True
Mujer,35,Ñuble,Media,Servicio doméstico,Ocupado,284000.0,True
Hombre,45,Maule,Media,,Inactivo,,False
Hombre,33,Metropolitana,Media,Comercio,Ocupado,755000.0,True
Hombre,39,Metropolitana,Media,Servicios financieros,Ocupado,432000.0,True
Mujer,29,Arica y Parinacota,Técnica,Agricultura,Ocupado,604000.0,True
Mujer,43,Metropolitana,Media,Comercio,Ocupado,1484000.0,True
Mujer,51,Metropolitana,Media,Educación y salud,Ocupado,613000.0,True
Hombre,38,Arica y Parinacota,Media,,Inactivo,,False
Mujer,15,Valparaíso,Media,,Inactivo,,False
Mujer,51,Arica y Parinacota,Media,,Inactivo,,False
Mujer,43,Metropolitana,Universitaria,Educación y salud,Ocupado,2388000.0,True
Mujer,26,Arica y Parinacota,Básica,Servicios financieros,Ocupado,552000.0,True
Mujer,54,Metropolitana,Universitaria,,Inactivo,,False
Mujer,19,Metropolitana,Técnica,Comercio,Ocupado,667000.0,True
Hombre,58,Metropolitana,Universitaria,Construcción,Ocupado,854000.0,True
Hombre,41,Valparaíso,Universitaria,Construcción,Ocupado,908000.0,True
Mujer,15,Metropolitana,Universitaria,,Inactivo,,False
Hombre,44,Biobío,Media,Agricultura,Ocupado,247000.0,True
Hombre,35,Metropolitana,Media,,Inactivo,,False
Mujer,33,Metropolitana,Técnica,,Inactivo,,False
Mujer,30,Metropolitana,Básica,Educación y salud,Ocupado,688000.0,True
Mujer,39,Metropolitana,Media,Servicio doméstico,Ocupado,255000.0,True
Mujer,34,Metropolitana,Universitaria,,Inactivo,,False
